allow_customer_reviews,attribute_1_global,attribute_1_name,attribute_1_values,attribute_1_visible,attribute_2_global,attribute_2_name,attribute_2_values,attribute_2_visible,backorders_allowed,button_text,categories,cross_sells,currency,date_sale_price_ends,date_sale_price_starts,description,download_1_URL,download_1_name,download_2_URL,download_2_name,download_expiry_days,download_limit,external_URL,grouped_products,height,images,in_stock,is_featured,length,meta__wpcom_is_markdown,name,parent,position,published,purchase_note,regular_price,sale_price,shipping_class,short_description,sku,sold_individually,stock,tags,tax_class,tax_status,upsells,url,visibility_in_catalog,weight,width
,,,,,,,,,,,shop > cadeau-woondecoratie > marokkaanse-decor,,EUR,,,Met deze trendy druppelvormige oosterse filigrian tafellamp zorg je voor een oosterse sfeer. Dit model heeft een vintage wit/goud kleur en een sierlijke puntige vorm en gedraaide metaaldraad. De tafellamp heeft een diameter van 21 cm en een hoogte van 42 cm. • tafellamp filigrain style druppel met draad • vintage wit met goud finish • hoogte: 42 cm • diameter: 21 cm • E14 kleine fitting,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Oosterse tafellamp filigrain wit/goud,,,1,,None,"79,00",,,0,,,,,,,https://marocstore.nl/shop/cadeau-woondecoratie/marokkaanse-decor/oosterse-tafellamp-filigrain-wit-goud.html,,,
,,,,,,,,,,,shop > catalog > product > view > id > 3920 > s > bab-tunique > category > 48,,EUR,,,"Exclusieve creatie , bewerkt met sfifa en steentjes. Lengte: 112 cm. Buste: 45 cm.",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Bab tunique,,,1,,None,"145,00",,,0,,,,,,,https://marocstore.nl/shop/catalog/product/view/id/3920/s/bab-tunique/category/48/,,,
,,,,,,,,,,,shop > catalog > product > view > id > 3442 > s > babouche > category > 31,,EUR,,,,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Babouche,,,1,,None,"24,95",,,0,,,,,,,https://marocstore.nl/shop/catalog/product/view/id/3442/s/babouche/category/31/,,,
,,,,,,,,,,,shop > fashion > vrouw,,EUR,,,"Dames jurk van geweven polyster kwaliteit. Het model is voorzien van een V-hals en een koord in de taille. Maat: 'One size' past doorgaans maat S,M en L.",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Fanda jurk,,,1,,None,"24,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/vrouw/fanda-jurk.html,,,
,,,,,,,,,,,shop > fashion > vrouw,,EUR,,,100% katoen met drukknoopjes hoge sluiting rondom de beentjes verkrijgbaar in de maten 50/56 t/m 74/80  ,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,I Love Mama,,,1,,None,"7,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/vrouw/i-love-mama.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,"Een gebedsset bestaande uit een jurk en een hoofddoek. In uni size van soepele stretch stof voor een volledige bedekking tijdens het gebed. Verkrijgbaar in verschillende kleuren. Gemakkelijke, wijde kleding om het gebed te verrichten.",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Gebedsset,,,1,,None,"14,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/gebedsset.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,Een leuke en luchtige jurk voor de warmere maanden. Inclusief afneembaar sieraad. Gevoerd Maat: One Size. Lengte vanaf schouder is 136 cm,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Chiffon Mouwloos,,,1,,None,"14,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/chiffon-mouwloos.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,"Abaya Dark Navy, Een tijdloze slanke afkledend abaya met mooie details zoals kraag, manchet opvallende knopen en ceintuurtje op de rug. Is zeer geschikt voor naar je werk of een avondje uit , staat garant veel draag plezier. Schijnt niet door en verkrijgbaar in twee lengtes . * Material, 77% PL/18% VI / 5% SP",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Abaya Dark Navy,,,1,,None,"59,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/abaya-dark-navy.html,,,
,,,,,,,,,,,shop > catalog > product > view > id > 5392 > s > marokkaanse-faracha > category > 48,,EUR,,,bestaande uit twee delen een mouwloze kaftan en een geborduurde chiffon faracha versierd met steentjes. Perfect voor alle gelegenheden. - Lengte vanaf de schouder is 150 cm. - Heeft een binnenband bij de middel om naar grootte aan te passen,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Marokkaanse Faracha,,,1,,None,"49,95",,,0,,,,,,,https://marocstore.nl/shop/catalog/product/view/id/5392/s/marokkaanse-faracha/category/48/,,,
,,,,,,,,,,,shop > fashion-jewelry > abaya-s-jurken,,EUR,,,bestaande uit twee delen een mouwloze kaftan en een geborduurde chiffon faracha versierd met steentjes. Perfect voor alle gelegenheden in de zomer of halverwege het seizoen. - Lengte vanaf de schouder is 150 cm. - Heeft een binnenband bij de middel om naar grootte aan te passen ,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Gandoura Faracha,,,1,,None,"49,95",,,0,,,,,,,https://marocstore.nl/shop/fashion-jewelry/abaya-s-jurken/gandoura-faracha.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,"Luxe, elegante abaya bewerkt met kant en steentjes bij de mouwen en aan de onderkant. Tevens is de abaya bewerkt met steentjes in het midden. Perfect om te dragen op een feestelijke gebeurtenis. De abaya heeft een rits en een touwtje om het midden waarmee je de abaya naar je eigen smaak kan aantrekken. Beschikbaar in twee kleuren: Zwart & Blauw",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Luxe kanten abaya,,,1,,None,"69,99",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/luxe-kanten-abaya.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,De is modern en perfect voor allerlei gelegenheden. Makkelijk te dragen en lekker licht. Heeft een blinde rits aan de voorkant van de nek. De polsjes hebben een elastiek voor optimale comfort! Abaya Comfort is gemaakt van Microfibre. Maat S: Buste (50cm) lengte (135cm) Maat M: Buste (53cm) lengte (139cm) Maat L: Buste (56cm) lengte (139cm),,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Abaya Comfort,,,1,,None,"24,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/abaya-comfort.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,"Een een ultra-vrouwelijke Abaya die perfect is voor gelegenheden of gewoon als je er chique uit wilt zien in het dagelijkse leven. heeft een blinde rits aan de rug en de zijkanten, de abaya loopt wijd uit en is gemaakt van een zwaarvallende stof van hoge kwaliteit. Maat S: Buste: 45 cm - Lengte 150 cm Maat M: Buste: 48 cm - Lengte 150 cm Maat L: Buste: 50 cm - Lengte 150 cm Maat XL: Buste: 53 cm - Lengte 150 cm",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Abaya Modest,,,1,,None,"39,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/abaya-modest.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,Met een mooie geborduurde motieven bovenkant van steentjes is deze abaya een musthave. De abaya zit heerlijk comfortabel maar oogt heel luxe. De abaya is voorzien van een ritssluiting en een touwtje om het midden waarmee je de abaya naar je eigen smaak kan aantrekken. Beschikbaar in de kleur zwart met zalmroze-achtige bewerkte motieven en afwerkingen.,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Modest Embroidered Abaya,,,1,,None,"69,99",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/modest-embroidered-abaya.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,"Dames jurk van geweven polyster kwaliteit. Het model is voorzien van een V-hals en een koord in de taille. Maat: 'One size' past doorgaans maat S,M en L.",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Fanda jurk,,,1,,None,"24,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/fanda-jurk.html,,,
,,,,,,,,,,,shop > catalog > product > view > id > 3995 > s > bab-tunique > category > 48,,EUR,,,"Exclusieve creatie , bewerkt met sfifa en steentjes. Lengte: 112 cm. Buste: 45 cm.",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Bab tunique,,,1,,None,"145,00",,,0,,,,,,,https://marocstore.nl/shop/catalog/product/view/id/3995/s/bab-tunique/category/48/,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,Gandoura Faracha bestaande uit twee delen een mouwloze kaftan en een geborduurde chiffon faracha versierd met steentjes. Perfect voor alle gelegenheden. - Lengte vanaf de schouder is 150 cm. - Heeft een binnenband bij de middel om naar grootte aan te passen,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Marokkaanse Faracha,,,1,,None,"49,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/marokkaanse-faracha.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,"Abaya Purple is een comfortabele abaya perfect geschikt voor dagelijks gebruik. Gemaakt van Punto Milano stof. Met mooie details, zoals ritsen op rug en mouwen, en handige verborgen zakken. Als u stijl en comfort wilt combineren, zal dit abaya dat te doen. Geniet van de comfortabele pasvorm van de stof, die ook kreukvrij is. Vivienne is goed te combineren met andere kledingstukken en accessoires. Verkrijgbaar in twee lengtes. * Material, Punto Milano: 80 PL/16% VI/4%SP",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Abaya Purple,,,1,,None,"54,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/abaya-purple.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,"Abaya feather Grey, Ga voor een casual look met deze stoere abaya van punto milano, leuke rits details, valt ruim om de middel en kleed slank af. Draagt confortabel als je gaat shoppen of naar een sporschool gaat of gewoon lekker op de bank. Leuk met sneakers en een stoer jasje voor een sportieve look ! verkrijgbaar in twee lengtes . * Material, Punto Milano: 70% PL/25 VI/ 5% SP",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Abaya Feather Grey,,,1,,None,"49,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/abaya-feather-grey.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,Mooie abaya versierd met gekleurde steentjes. Gemaakt van duurzame stof met armen van stretch lycra. Model loopt in een mooie A-lijn met een wijde onderkant. Kleur: Marineblauw,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Abaya Bouchra,,,1,,None,"59,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/abaya-bouchra.html,,,
,,,,,,,,,,,shop > fashion > rokken-broeken,,EUR,,,,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Maxirok floral-Rose,,,1,,None,"13,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/rokken-broeken/maxirok-floral-rose.html,,,
,,,,,,,,,,,shop > catalog > product > view > id > 8847 > s > spelden > category > 57,,EUR,,,,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Spelden,,,1,,None,"1,49",,,0,,,,,,,https://marocstore.nl/shop/catalog/product/view/id/8847/s/spelden/category/57/,,,
,,,,,,,,,,,shop > catalog > product > view > id > 3427 > s > babouche > category > 54,,EUR,,,Mooie babouche handgemaakt in Fes van echte leer.,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Babouche,,,1,,None,"19,95",,,0,,,,,,,https://marocstore.nl/shop/catalog/product/view/id/3427/s/babouche/category/54/,,,
,,,,,,,,,,,shop > catalog > product > view > id > 3462 > s > babouche > category > 54,,EUR,,,"Relaxte Marokkaanse slippers, handgemaakt in Fes van echte leer. - De maten vallen iets kleiner",,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Babouche,,,1,,None,"18,75",,,0,,,,,,,https://marocstore.nl/shop/catalog/product/view/id/3462/s/babouche/category/54/,,,
,,,,,,,,,,,shop > fashion > marokkaanse-sloffen,,EUR,,,Mooie babouche van premium kwaliteit handgemaakt in Fes van echte leer. de maten vallen iets kleiner.,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Babouche orange,,,1,,None,"17,75",,,0,,,,,,,https://marocstore.nl/shop/fashion/marokkaanse-sloffen/babouche-orange.html,,,
,,,,,,,,,,,shop > fashion > abaya,,EUR,,,,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Zomerjurk,,,1,,None,"19,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/abaya/zomerjurk.html,,,
,,,,,,,,,,,shop > fashion > overige,,EUR,,,Houd uw hoofd warm tijdens koude dagen met deze trendy donkerroze muts.,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Muts Donkerroze,,,1,,None,"3,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/overige/muts-donkerroze.html,,,
,,,,,,,,,,,shop > fashion > overige,,EUR,,,Een mooie stevige handtas met een luxe uitstraling. De afmetingen: lxHxL 31x23x13 cm. Inclusief schouderband. ,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Mogano Tas,,,1,,None,"23,45",,,0,,,,,,,https://marocstore.nl/shop/fashion/overige/mogano-tas.html,,,
,,,,,,,,,,,shop > fashion > overige,,EUR,,,,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Dames Trendy tas beige,,,1,,None,"32,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/overige/dames-trendy-tas-beige.html,,,
,,,,,,,,,,,shop > fashion > overige,,EUR,,,Geborduurde tuniek/jabador. Details afmetingen: Maat M: Buste: 50 cm - Lengte 93 cm - Mouwen: 56 cm Maat L: Buste: 54 cm - Lengte 93 cm - Mouwen: 56 cm Maat XL: Buste: 56 cm - Lengte 93 cm - Mouwen: 56 cm,,,,,,,,,,https://marocstore.nl/shop/pub/static/frontend/Smartwave/porto/nl_NL/images/loader-1.gif,1,,,,Jabador/tuniek,,,1,,None,"59,95",,,0,,,,,,,https://marocstore.nl/shop/fashion/overige/jabador-tuniek.html,,,
